text,label
— Работу...,1
"— Вы даже, может быть, и",1
"– Да, ваша правда, – продолжала",0
— Слушаю-с. Вот сегодняшние-с. И водки,1
"– Нет, какое? Марья Дмитриевна, какое?",0
— Гм... то-то... — пробормотал Раскольников.,1
– Что такое? Что такое? По,0
"— Тут, брат, стыдливость, молчаливость, застенчивость,",1
Адъютант был прислан из главного штаба,0
— Да про убийство это я,1
"– Нет, без шуток, батюшка, она",0
"Император пригнул ухо, слегка нахмурясь и",0
"— Это вот та самая старуха,",1
"— Совсем не наплевать, а протестовать.",1
— Что?,1
"— Прошу вас кончить, — сказал",1
"— Ну-с, хорошо-с, — заключил Илья",1
"Он взял тетрадь геометрии, писанную его",0
Лемарруа (Le Marierois) с грозным письмом,0
Раскольников первый взялся за дверь и,1
— То-то и есть что они,1
– Не угодно ли закусить вашему,0
"Слух, уже распространенный прежде, о разбитии",0
"Когда звуки усердных голосов, перевирая, крича",0
И старый ротмистр Кирстен кричал воодушевленно,0
— Чтобы тотчас же духу вашего,1
Старый князь Николай Андреич Болконский в,0
— Папочку жалко! — проговорила она,1
– Что барин? – спросил он,0
"Ах, вы, сени мои, сени!",0
"— Так нет их-то? Странно. Глупо,",1
"— Отчего я так и думал,",1
"— Как, он у вас был",1
Но княжна не слушала его.,0
– Элен! – сказал он вслух,0
— Не замай; пущай выспится; опосля,1
– Что он может писать? Традиридира,0
"– Но почему вы думаете, что",0
- Да какое вам до нее,1
— Он тоже какой-то твой родственник?,1
— Как? Неужели вы до сих,1
"— Милостивый государь, — начал было",1
"– Что мне за дело, что",0
Ипполит фыркнул еще и сквозь смех,0
Это было уже давно решено: «Бросить,1
— Это другая сплетня! — завопил,1
— Да вы на сей раз,1
"– Сейчас, сейчас, – сказал он,",0
"Кох остался, пошевелил еще раз тихонько",1
"– Вот что, Берг милый мой,",0
"– Всё от этих, от штабных,",0
— Привыкну... — проговорил он угрюмо,1
— И всё дело испортите! —,1
— За ночь передумал.,1
"– Завтра мы едем, я тебе",0
"Она поскорей улыбнулась, испугавшись, что, может",1
"Князь Багратион, выехав на самый высокий",0
– Революция и цареубийство великое дело?…После,0
«Как он может это говорить!» думал,0
"– Хорошо, – сказал Пьер, глядя",0
"– Да, идеи грабежа, убийства и",0
"«Милостивая государыня Пульхерия Александровна, имею честь",1
"– Comment, M. Pierre, vous trouvez",0
"– Taisez vous, mauvaise langue, [Удержите",0
"Катерина Ивановна бросилась к окну; там,",1
"Генерал нахмурился, отвернулся и пошел дальше.",0
Озабоченный и серьезный проснулся Разумихин на,1
"— На всё есть мера, —",1
"Заглянув случайно, одним глазом, в лавочку,",1
"— Да ведь ты говоришь, она",1
— Ох уж эти брюзгливые! Принципы!..,1
"— Покойник муж, действительно, имел эту",1
"— У меня теперь одна ты,",1
Княгиня вошла. Пассаж оборвался на середине;,0
Она законфузилась.,1
"– Был бы я царь, никогда",0
"Княжна, с своею несообразно длинною по",0
— А вот что: пойдемте-ка за,1
"— Правду. Передайте. Ну-с, ваш слуга.",1
"– Цел, Петров? – спрашивал один.",0
И улыбка радости и успокоения осветила,0
Авдотья Романовна пристально вглядывалась в брата,1
— Какой расторопный и... преданный молодой,1
– Каким образом орудие оставлено? –,0
"— Это, собственно, судейский слог, —",1
Полковник неторопливо остановил полк и обратился,0
"– А я так убежден и,",0
"Петр Петрович вошел и довольно любезно,",1
Он взглянул: в правой руке у,1
"— Эх, разврат-то как ноне пошел!",1
"Он наклонил голову и неловко, как",0
— Забавник! — громко проговорил хозяин.,1
— Зачем? — как ошеломленная спросила,1
– Вторая линия… Написал? – продолжал,0
"— Софья Семеновна, можно к вам?",1
"– Опять таки, полковник, – говорил",0
"— Ну, ты! следователь!.. Ну, да",1
"— Соня, — сказал он, —",1
— Пойдем! — настойчиво повторил Зосимов,1
"– Тетенька, голубушка, скажите, что такое?",0
"– Что, Федешоу!… сказывал он, что",0
– И ты решительно едешь на,0
"— Ну-ну, что же дальше? —",1
«Неужели это продолжение сна?» — подумалось,1
Швейцар угрюмо дернул снурок наверх и,0
"— В полицию, значит, зовут, в",1
"И Кутузов улыбнулся с таким выражением,",0
Борис покраснел.,0
– Жена! – коротко и значительно,0
"Ему рассказали и спросили, что можно",1
— Да ты что же! —,1
— Какой там еще красильщик?,1
"— А, не спишь, ну вот",1
"– Одним духом, иначе проиграно, –",0
— Пробовала.,1
"— А что, если там одни",1
"– Ну не буду, ну прости,",0
– C'est Marieie qui s'exerce? Allons,0
"Конечно, если бы даже целые годы",1
"— А по-моему, коль ты сам",1
Желая спросить у кого нибудь из,0
"– Веселиться нечему, – отвечал Болконский.",0
– Каким же образом?.. – сказал,0
— Чего же?,1
"– C'est donc positif? [Итак, это",0
"«Вот она, наступила решительная минута! Дошло",0
"Но когда Катя принесла требуемое платье,",0
"– Как оно пролетит мимо меня,",0
Разговор притих.,0
"[Если y вас, граф (или князь),",0
"И он ухватил медведя, и, обняв",0
"«Это оттого что я очень болен,",1
– Сам видел.,0
"Раздался крик команды, опять полк звеня",0
"Но какая-то рассеянность, как будто даже",1
"— Нынче много этих мошенничеств развелось,",1
"Но Пьер, не отвечая, продолжал свою",0
– Урра! Урра! Урра! – гремело,0
"— Дуня, — с усилием продолжал",1
– Уехал? Ну и хорошо! –,0
"— Это, брат, веришь ли, у",1
"— Да-с, бывало-с дранье вихров-с, бывало-с",1
"– Вот что, мой друг, –",0
"Он отыскал наконец то, чего добивался,",1
"– Полноте шутить, – сказал он.",0
"Он снял запор, отворил дверь и",1
"— Об чем? Ну, да черт",1
"— В самом серьезном, так сказать,",1
"– Чего ты боишься, Лиза? Я",0
— Без вашего внушения он преувеличить,1
Анна Михайловна покачала головой.,0
— Да... а что? Что с,1
"— Да ведь этак вы себя,",1
— Пусти? Ты смеешь говорить: «пусти»?,1
Глаза генерала и солдата встретились. Генерал,0
– Ежели кто ко мне еще,0
"Эта минута была ужасно похожа, в",1
"– Однако, ma chere, это славная",0
Трудно было более опуститься и обнеряшиться;,1
"Князь Андрей, видя настоятельность требования отца,",0
— Уж и ты не зарайский,1
РОМАН В ШЕСТИ ЧАСТЯХ С ЭПИЛОГОМ,1
Он тотчас же встал.,1
"— Это подарок Марфы Петровны, —",1
"– J'espere, que vous ne direz",0
"Вдруг он остановился; новый, совершенно неожиданный",1
— Попался наконец! Поймали воробушка. Стало,1
"– Ну, Матвевна, матушка, не выдавай!",0
— Я сглупа-то оттудова ушла. Что,1
"— Ничего, я так; ступайте...",1
"— Что ж такое? По-моему, то",1
– Это что еще? Это что!,0
Княжна Марья не могла понять смелости,0
"– По службе очень исправен, ваше",0
Он схватил его за руку своею,0
"– Так я велю привести лошадь,",0
"Николай покраснел, как только вошел в",0
"– Будем стараться, – отвечал Берг,",0
Тушин испуганно оглянулся. Это был тот,0
Сын только улыбнулся.,0
— Не впору! А это что?,1
— По мне что же-с. Вот,1
"– C'est bien aimable a vous,",0
"— Я послал за доктором, —",1
Соня не вырывала у него руки,0
В числе господ свиты Ростов заметил,0
"— Слушай меня, слушай внимательно: и",1
В середине разговора про политические действия,0
"– Да что ж, до первого",0
И Анатоль засмеялся еще громче. Вдруг,0
"– Я не понимаю, – сказал",0
"— После, — слабо проговорил он,",1
"Когда он подошел к комнате сестры,",0
Маленькая княгиня и m lle Bourienne,0
"— Вы и сами прехорошенькие, —",1
"Едва только затворилась за ней дверь,",1
– Ah! quel bonheur pour la,0
"Впоследствии, когда он припоминал это время",1
"– Посадите. Садитесь, милый, садитесь. Подстели",0
"И Билибин распустил кожу, чувствуя, что",0
"— Да я, я! Я пришла",1
"— Необходимо отправиться по делу, и",1
"— Да вы-то, Катерину-то Ивановну, с",1
"— Говорю, три часа дожидаюсь.",1
"— Я здоров, я совершенно здоров!",1
"Смешанные, всё увеличивающиеся толпы бежали назад",0
"И Борис стал рассказывать, каким образом",0
"Билибин и наши расхохотались, глядя в",0
Раскольников бросился вслед за мещанином и,1
Князь Андрей вздохнул и ничего не,0
"— Это доказано, — отвечал Разумихин,",1
Между тем князь Василий отворил дверь,0
"— Стой! Конца слушай! Пустились, разумеется,",1
"— Так, так... хоть я и",1
— Куда ты? Да мы уж,1
— А папаша вас любил?,1
"Волосы его были смочены потом, вздрагивавшие",1
— Лжешь ты всё! — завопил,1
"— Ну, так и есть! —",1
"Долохов оглянулся, ничего не сказал и",0
"— Есть некоторые оскорбления, Авдотья Романовна,",1
"Остановленные пехотные солдаты, толпясь в растоптанной",0
– О о о а а,0
"— Невозможно к хозяйке, и вздор",1
– Ты лучше не беспокойся. Мне,0
"Петр Петрович решительно обиделся, но смолчал.",1
"– Вздор, глупости! Вздор, вздор, вздор!",0
Он спрашивал: чья рота? а в,0
В то же мгновение из балагана,0
"– Голубчик, – нежным голоском сказала",0
"— Признаюсь, ничего хорошо не понимаю.",1
"— А жить-то, жить-то как будешь?",1
– Попросите ко мне графа.,0
"Оглянувшись под мост на воды Энса,",0
"— Эх, батюшка! Слова да слова",1
— Потому я и звал с,1
"Развеселившись, Катерина Ивановна тотчас же увлеклась",1
"– Пошли, пошли! Ну, что эта",0
"– Да господину Долохову передайте, что",0
— Это вы! Господи! — слабо,1
Но ах! твой друг не доживет!,0
— Ишь лохмотьев каких набрал и,1
"– Говорят, что бал будет очень",0
«Вот и исход! Вот и объяснение,1
— А молиться вы умеете?,1
"– Charmant, – прошептала маленькая княгиня,",0
Денисов скинул обе подушки на пол.,0
— Эту Лизавету торговку вы знали?,1
"— Хозяева очень хорошие, очень ласковые,",1
"— Да ведь это ж лучше,",1
"— Ну нет, брат, совсем не",1
— Била! Да что вы это!,1
Соня улыбнулась.,0
"Жерков тронул шпорами лошадь, которая раза",0
"– Оставьте, Борис, вы такой дипломат",0
"Небольшая комната, в которую прошел молодой",1
"– Но ежели мост перейден, значит,",0
"— Да-с... в противоестественном-с, — торопясь",1
"— Ах, какой добреющий барин!",1
"Он нагнулся к камню, схватился за",1
"– Это один из самых замечательнейших,",0
"– Но нельзя ждать, князь, в",0
Нервы его раздражались всё более и,1
"– Не входите, – сказала она",0
«И той нет! уж и ей,0
— Сейчас умрет.,1
"Доктор молча, быстрым движением возвел кверху",0
– Генерал аншеф Кутузов? – быстро,0
"– Кроме того, Петр Николаич, перейдя",0
"— И сорвалось! Ну, да разумеется!",1
"Ко фронту подъехал полковник, сердито ответил",0
"– Qui vivra verra, [Поживем, увидим,]",0
"— Я уже предчувствовала, что вы",1
"– Ты постарел, Тихон, – сказал",0
"Толпа опять тронулась. Несвицкий понял, что",0
— Ты с Лизаветой дружна была?,1
— Настасья... за что били хозяйку?,1
– Кто там кланяется? Юнкег' Миг'онов!,0
"– Очень жаль, что вчера вы",0
"– Ве'ю, ве'ю, д'ужок, и 'азделяю",0
«Что то такое особенное говорят в,0
"— Кофеем вас не прошу-с, не",1
— Убьет!,1
"– Что за штиль, как он",0
"Долго он выслушивал. Где-то далеко, внизу,",1
– Ваше пг'евосходительство! позвольте атаковать! я,0
"Въехав в деревню, он слез с",0
— Вы правду говорите?,1
— Плюнь? А завтра опять допрос!,1
— Что за наглость! — вскричала,1
"— Вы, впрочем, не конфузьтесь, —",1
"— А знаете, Авдотья Романовна, вы",1
"Не доезжая государя, Ростов, отличный ездок,",0
"Катерина Ивановна, как и всегда, чуть",1
Пульхерия Александровна хотела было и Сонечке,1
"Когда Раскольников пришел к своему дому,",1
— Ведь он теперь это дело...,1
"— Фу, какие вы страшные вещи",1
– Мама! что пирожное будет? –,0
— Ну!,1
"Пьер, ничего не понимая и молча,",0
"Вдруг послышалось, что в комнате, где",1
"«Наташа, сестра, черные глаза. На… ташка",0
— Вот ведь тоже феномен! —,1
"Несущие, в числе которых была и",0
"Между тем Раскольников, слегка было оборотившийся",1
— Я сейчас приду! — крикнул,1
— Это-то я и без вас,1
"— Посмотрите, я дала ей самое",1
Раскольников прошел прямо домой. Он до,1
"Прощайте, милый и добрый друг. Да",0
"– А седьмой десяток! Что, говорят,",0
— Однако черт!.. — закричал он,1
"«Я это должен был знать, —",1
Но вот его комната. Ничего и,1
— Других допускает же.,1
"— Вы думаете, что мы сойдемся",1
— Пожалуй... идем...,1
"Княжна подумала, задумчиво улыбаясь (при чем",0
"Лицо ее вдруг разгорелось, выражая отчаянную",0
"— И окончательно познаем друг друга,",1
"– Оооо!… Бросьте, ради Христа, –",0
Князь Андрей улыбнулся.,0
"— Хуже могло быть, если бы",1
"— Поди, и с лестницы не",1
"— Родя, Родя! Да ведь это",1
"«Денег? Каких денег? — думал Раскольников,",1
"— Это мы хорошо сделали, что",1
"— Какая у тебя дурная квартира,",1
Кое кто из ближайших родных еще,0
Княжна облокотила свою открытую полную руку,0
– Средство – Европейское равновесие и,0
– Огоньку горяченького в пехоту! Счастливо,0
"— Ты не поверишь, ты и",1
вашего покорного слуги,1
"— Однако он, черт...",1
— Так вы вот какого мнения,1
"– Я уж вам говорил, папенька,",0
— Ба! Да и в самом,1
"— Ах, жаль-то как! — сказал",1
Тем анекдот и кончился. Хотя и,0
"— Да и вы, батюшка, не",1
"– Ну, угостите же травником то",0
"Ростов почувствовал на себе взгляд Денисова,",0
— Ишь тебя разобрало! Да зачем,1
— Да-с; они точно что посолиднее-с.,1
"— Скажи мне, пожалуйста, что может",1
"– Что плохо, батюшка?",0
"– Ишь, черти, на дороге дрова",0
"Он уже сошел три лестницы, как",1
И опять он пошел по комнате.,1
"– И вы думаете, что Наполеон",0
"– Ничего, – отвечал князь Андрей.",0
"На другой день после смотра Борис,",0
"Англичанин кивнул головой, не давая никак",0
"Казак, сопутствовавший Несвицкому, подал сумочку и",0
"– Видно, еще не все ушли,",0
"– Ah, mon ami, oubliez les",0
"— Сейчас, Софья Семеновна, у нас",1
"— Брат, подумай, что ты говоришь!",1
— Илья Петрович! — начал было,1
"Князь Андрей зажмурился и отвернулся. Пьер,",0
"Ростов, продолжая оглядываться на огни и",0
"– Я знаю, – перебил Билибин,",0
"«Главное, даже и не скрываются, и",1
"– Et demandez lui, si les",0
— Никогда вы этого не говорили!,1
"– Проехать трудно было, ваше сиятельство,",0
"– Il nous arrive du monde,",0
"Только что он хотел отворить дверь,",1
В дверях затолпилось несколько любопытных. Иные,1
"— Наливай. Постой, я тебе сам",1
"И он отпустил руку Болконского, показывая",0
"По дороге к комнате сестры, в",0
— Боже мой! У него вся,1
Он посмотрел прямо на князя Андрея,0
Он невольно оглянулся на адъютанта.,0
Он судорожно отвернулся к стене; Настасья,1
"— Только уж не сегодня, пожалуйста,",1
"И она развела руками, чтобы показать",0
"– Яков, давай бутылку, Яков! –",0
– Так уж из Потсдама пишут?,0
"— Позвольте спросить, — вдруг встала",1
"— Позвольте вам заметить, — отвечал",1
"– Го, го, го! ха ха,",0
"– Сергей Кузьмич, со всех сторон",0
«Боже мой! Как бы я счастлив,0
"крикнул он, стоя на подоконнике и",0
Старик Болконский всегда был невысокого мнения,0
"— Да у тебя белая горячка,",1
– Ты думаешь? Право? Ей Богу?,0
"— До известного предела. И манера,",1
– Ступай же ты к Буонапарте,0
«Илья Петрович — болван!» — решил,1
Нервная дрожь его перешла в какую-то,1
"И он опустился на лавку, истощенный",1
И он подвинул ей стул. Соня,1
"Причина путаницы заключалась в том, что",0
"Он схватил бутылку, в которой еще",1
"— Хорошо, пусть; но, однако, как",1
"— Петр Петрович, прошу вас, —",1
"Пехотные полки, застигнутые врасплох в лесу,",0
— Зачем же-с? Покамест это вовсе,1
"– Постой! – закричал Долохов, стуча",0
"— Нам выходить пора-с, замешкали. Идем,",1
"– Что такое? – спросила графиня,",0
— Раз навсегда: никогда ни о,1
"— Да что на тебе креста,",1
"– Ну, как же, кого ты",0
"– Ты обращаешься со мной, как",0
"— Да всё можно давать... Супу,",1
— Газеты.,1
"Эскадрон, где служил Ростов, только что",0
"– Солдату позорно красть, солдат должен",0
"Гвардия весь поход прошла, как на",0
"— То есть вы этим выражаете,",1
ЧАСТЬ ПЯТАЯ,1
"— Что ж вы стоите? Сядьте,",1
— Ведь он никого не любит;,1
– Несмотря на мое полное уважение,0
"– Я тебе говорила, что всё",0
"Пьер улыбнулся, но по его улыбке",0
Преследуемая стотысячною французскою армией под начальством,0
– Первое! – послышалась команда.,0
"– Я знаю, что никто помочь",0
"11 октября, в тот самый день,",0
Они сели в коляску и молча,0
— Оттого что грубостию ваших вопросов,1
"— Вот то-то и есть, что",1
"— Ах, эта болезнь! Что-то будет,",1
"Он вперед угадывал его движения, и",0
"— Нет, не вздор! Человек, оскорбленный",1
"– Я думаю, – сказал князь",0
"— А хорошо вам жить, господин",1
"– Вот Борису от меня, на",0
"– Ну, ну, хорошо, увидим.",0
Всё время обеда Анна Михайловна говорила,0
Княжна испуганно взглядывала на близко от,0
"— Много ль за часы-то, Алена",1
"— И вы, разумеется, развиваете... хе-хе!",1
"— Ну, пойдем! — отвечал Раскольников",1
— А ведь савраске-то беспременно лет,1
"Денисов, закусив ус, с мрачным видом",0
"— От праздности и разврата, —",1
"— Топором ее, чего! Покончить с",1
Лицо его перекосилось как бы от,1
– Этого только недоставало! – перебила,0
"— Марфа Петровна посещать изволит, —",1
"«А ведь точно они боятся меня»,",1
"– Денисов, ты этим не шути,",0
— Да как же это забыть?,1
"– Вероятно, – сказал князь Андрей",0
Он пробудился…,0
В 10 м часу вечера Вейротер,0
"– Я знаю твое сердце, –",0
"— А вы меня, Порфирий Петрович,",1
"– Hе в том дело, моя",0
"Он шел домой и, уходя, спешил",1
– Что же ты не пьян,0
"— Нет, приятель ваш, Разумихин...",1
"– Ежели бы правда, что он",0
Весело и трогательно было смотреть на,0
"— Да, это ты благоразумно. Только",1
"— Мне принесли, — ответила она,",1
"– Да, это всё очень тяжело,",0
"— Ну тогда и будем говорить,",1
"— Ну, так зачем же... как",1
— Я готов-с и отвечаю... но,1
"— Полтора рубля-с и процент вперед,",1
"Говоря это, они стояли на лестнице,",1
"— А Лизавету, торговку-то, аль не",1
"«Что ж, неужели я всё дело",1
"– О, Дон Жуан! О, змея!",0
"Раскольников молчал, слушал и наблюдал, всё",1
– А! Телянин! Здог'ово! Вздули меня,0
– Ай да Данила Купор! –,0
– Наталья Ильинишна очень хорошо со,0
"Все четверо, как спугнутая стая птиц,",0
Роман Льва Толстого «Война и мир»,0
"— То, что вы говорите, мне",1
"«А ведь это, пожалуй, и хорошо,",1
— Да поверьте же! Да из-за,1
"– Слушаю, ваше сиятельство, – отвечал",0
"– Зачем вы поедете? Я знаю,",0
"– Я знаю, что завещание написано;",0
Он стоял среди комнаты и в,1
— Еще бы; а вот генерала,1
"Он шел скоро и твердо, и",1
"— Вот тут, через три дома,",1
"— Что, Соня? — сказал он",1
"— Ну-с, — продолжал оратор, солидно",1
"– Однако Михаил Иларионович, я думаю,",0
"— А ты, такая-сякая и этакая,",1
Когда Анна Михайловна уехала с сыном,0
"– Вы, стало быть, думаете, что",0
"Та вдруг совсем открыла глаза, посмотрела",1
Он энергически махнул рукой.,0
— Очень.,1
"«Этому тоже надо Лазаря петь, —",1
"— Я тоже не намерен идти,",1
"Дурное предчувствие, нашедшее вдруг на Ростова,",0
"– Вот эти люди, – сказал",0
"— Знаешь, Родя, Марфа Петровна умерла!",1
"— Не приду, Разумихин! — Раскольников",1
— Видеть! Ни за что на,1
"– Ну, это еще недостаточная причина,",0
"– Коли мы прежде дрались, –",0
"– Вы ошибаетесь, – неторопливо, с",0
"Бутылка рому была принесена; раму, не",0
"Недалеко от костра артиллеристов, в приготовленной",0
"— Никто хозяйку не бил, —",1
Луиза Ивановна с уторопленною любезностью пустилась,1
Князь Андрей уезжал на другой день,0
"— В статье всего этого нет,",1
– Не могу видеть эту женщину.,0
"– Это неприятель?… Нет!… Да, смотрите,",0
"– Это были крайности, разумеется, но",0
Денисов в эту ночь праздновал производство,0
"Когда князь Василий вошел в гостиную,",0
"Он был еще очень молод, одет",1
"— Опять спать! — вскричала Настасья,",1
"– Постой, ты не уронил ли?",0
– А наш чайный столик?,0
— Но неужели Катерина Ивановна могла,1
"— Нет, нет! Ее бог защитит,",1
Тут он не мог уже более,0
– Так наступление окончательно решено? –,0
"Князь остановился. Он заметил впечатление, произведенное",0
"Прочитайте мистическую книгу, которую я вам",0
"– Ax, не говорите! Прошлую зиму",0
– А праздник английского посланника? Нынче,0
— Записан!,1
"– Eh bien, mon cher, votre",0
— Папочка! За что они... бедную,1
Господа! Кто хочет со мною пари?,0
– Да его слушали на военном,0
"Пьер понял, что Борис хотел переменить",0
"– Ну, а по правде, Marie,",0
— Пойду. Я и на прошлой,1
"Немец засмеялся, вышел совсем из двери",0
"— Они и как подписывались, так",1
Она пристально на него посмотрела.,1
"— Не дать-то им это можно-с,",1
– Смотри не поддерживать! – кричал,0
"– Чог'т их знает, что делают",0
"— Прощай, Родя, то есть до",1
Когда Анна Михайловна вернулась опять от,0
– Ооох! – с выражением отчаяния,0
— Никогда ее в это время,1
"— Да что это ты, Родя!",1
– Носилки! – крикнул чей то,0
"– Никогда, никогда не женись, мой",0
Князь Андрей не только после своего,0
«Первый встречный показался – и отец,0
Через полтора месяца он был обвенчан,0
"— Совсем тебе не надо, оставайся!",1
— А-а-а...,1
И она опять принялась плакать о,0
"– Это тот Илья Ростов, который",0
"Письмо Николушки было прочитано сотни раз,",0
– Вы думаете?… – сказала Анна,0
Наступило мгновенное молчание. Петр Петрович не,1
"Проговорив это, Свидригайлов вдруг опять рассмеялся.",1
"Или вдруг, проснувшись, опять:",1
"— Знаешь что, провожу я тебя",1
"– Allez voir, mon cher, si",0
"– Ах, Боже мой! Боже мой!",0
— Но это ведь не наше,1
"Старый князь остановился и, как бы",0
Князь Андрей был позван в кабинет,0
Но только что он пошевелил это,1
— Да ты с ума сошел!,1
"— Стало быть, я и тут",1
— Да потому что слишком уж,1
"– Постой, письмо тебе, – вдруг",0
— Чаю-то хошь?,1
"Что прикрытия не было, этого не",0
"— Как же ты, ну, как",1
— А наплевать мне на него...,1
"Выходя, Свидригайлов столкнулся в дверях с",1
— Что с вами? — повторила,1
"Тон ее уже был ворчливый, губка",0
"— Я так и знал, что",1
И княжна Марья старалась и не,0
"Ударив своими длинными мускулистыми ногами лошадь,",0
"– Да, но ты не одна,",0
"– И желал бы хвалить, но",0
— Они ведь на вас остались.,1
"— Да ведь и я знаю,",1
Ростов на пригорке остановил на минуту,0
Он остановился и задумался.,1
"– Ah l chere amie, –",0
— Долой с квартир! Сейчас! Марш!,1
Раскольников встал и начал ходить по,1
Князь Андрей ничего не говорил с,0
"На таких монологах застал его Зосимов,",1
"— У нас, ваше сиятельство, не",1
"– Вы, кажется, тоже хотели ехать,",0
И Наташа побежала по коридору.,0
— А я так даже подивился,1
"– Солдаты говорят: разумшись ловчее, –",0
— И вы осмелились меня в,1
— Во всем эта кукушка виновата.,1
— Жалеть! зачем меня жалеть! —,1
В это время в гостиную вошло,0
"Полковой командир, сам подойдя к рядам,",0
"– Нет, ничего.",0
Не более как минут через пять,1
— Нет!,1
"– Хоть бы привал сделали, а",0
"— Совсем нет! Совсем нет! О,",1
— Фатеру по ночам не нанимают;,1
"— Всего только во втором, если",1
"— Точно так-с, но принудила или,",1
– Что ты сделал с m,0
"— Ну, вот и увидишь!.. Смущает",1
"— Да постой на минутку, трубочист!",1
"— Да уж не вставай, —",1
Отец мне ничего не говорил о,0
"– Если вы, милостивый государь, –",0
— Сейчас был. Вам чего?,1
"– Ну, так и есть, так",0
"Княгиня лежала в кресле, m lle",0
"Звуки церковного пения прекратились, и послышался",0
"Действительно, Раскольников был почти здоров, особенно",1
"– А пленные в Африке, которых",0
Она опять не ответила. Тот переждал.,1
«L'aide de camp de l'Empereur de,0
«Славно! Такая будет лошадь!» сказал он,0
"Народ расходился, полицейские возились еще с",1
"– Казак, – проговорила она с",0
На родиму сторону…,0
"— Немедленно спать, — решил он,",1
"(Это была правда: архитектор сказал, что",0
"– Садись, – сказал Кутузов и,",0
— Ни слова! Ни жеста! —,1
Князь опять засмеялся своим холодным смехом.,0
— Куда идти? — в страхе,1
"— Ну, ты помаленьку, а то",1
— Вы всё смеетесь и очень,1
"— Ах нет, не говорите так!..",1
"– Я был там, – с",0
"– Вели ты им, чег'тям, дьяволам,",0
Но бедный мальчик уже не помнит,1
Пьер приехал перед самым обедом и,0
"— Вы или сумасшедший, или... —",1
"– Вот как! А я пг'одулся,",0
"– Неприятель еще далеко, ваше высокопревосходительство.",0
Старый князь тоже не спал. Тихон,0
"Князь, видимо, понял, и понял, как",0
"— Н... нет, видел, один только",1
— Чиновник!,1
– Ростов!,0
"Нет, я не вытерплю, не вытерплю!",1
"– Ну, полно вам, – проговорил",0
"— Ну, а коль сыщем?",1
– Марья Дмитриевна? какое мороженое! Я,0
Всё тело его было как бы,1
Вдруг сердитое беличье выражение красивого личика,0
— Амалия Людвиговна! Прошу вас вспомнить,1
— Что?,1
– Белый! белый!,0
"– И о чем вы заботитесь,",0
"– Вот это так, граф, –",0
— Я поздно... Одиннадцать часов есть?,1
«И как это у него всё,1
"— Кого хотите! Пусть, кто хочет,",1
— А вот он лежит на,1
"– Посадите, посадите, – сказал Тушин.",0
— Что-о? Поджидал! Да ты разве,1
— Кто? Вы? Вам поймать? Упрыгаетесь!,1
"— Как крестили, так и зовут.",1
Государь вызвал полкового командира и сказал,0
Он плохо теперь помнил себя; чем,1
— Ее-то? Теперь? Ах да... вы,1
– On dit que vous embellissez,0
M lle Bourienne в этот вечер,0
"— Так-с. Ну-с, так имейте в",1
"— Ну, а прекрасною-то натурой и",1
"– Подите сюда, – проговорил Ростов,",0
Пьер с десятилетнего возраста был послан,0
"– Ты думаешь, я, старик, не",0
"– Глубок снег, ваше сиятельство. Я",0
Он вышел и дошел до официантской.,0
"— То значит, что вы... клеветник,",1
— Свинья!!!,1
"Раскольников знал, что он подойдет. Он",1
Адъютант Бонапарте во всю прыть лошади,0
Но Долохов не отошел; он развязал,0
"– Quelle delicieuse personne, que cette",0
Пульхерия Александровна так и приникла. Разговор,1
"Третья рота была последняя, и Кутузов",0
"– Non, laissez moi, [Нет, оставьте",0
"Он тихо вошел в комнату. Княгиня,",0
Он проснулся на другой день уже,1
"И князь Андрей, сделав распоряжение об",0
"— Я рассматривал, помнится, психологическое состояние",1
"– Mais non, mon cher, [Вовсе",0
"– Он, верно, оставит что нибудь",0
"Не прошло и двух минут, как",0
"— Пожалуйста, придите, — попросила Дуня.",1
"— Да он о двух головах,",1
"— Ну, так вот вам, так",1
"– Mais, mon cher m r",0
— Соня! Соня! Я не верю!,1
Лужин пожал плечами.,1
"– Я видел, вы нынче проехали…",0
"Он думал и тер себе лоб,",1
"– Хочешь, возьми себе, – говорил",0
"— И самоварчик поставим, — прибавила",1
"Военный совет, на котором князю Андрею",0
— Я не болен! — вскричал,1
"– Да отчего же стыдно?Да так,",0
— Господи! Да неужели он и,1
«Si vous n'avez rien de mieux,0
"Лужин молчал и презрительно улыбался. Впрочем,",1
– Перестаньте шутить. Я хотела серьезно,0
"Маленькая княгиня поднялась с кресла, позвонила",0
Ты не бей меня напрасно!,1
"— Ничего, ничего, ровно ничего этого",1
Раскольников гордо и с презрением посмотрел,1
"– Нет, – говорил он, все",0
— А тебе бог что за,1
"— Я не тебе поклонился, я",1
"Князь Василий решил, что эту кость,",0
Анна Михайловна вышла последняя. Она подошла,0
"— А, так вот оно что-с!",1
"— И, ну те к проказнику!",1
— Что прежде?,1
"– Пускай выходит, мне всё равно,",0
— По Лизавете. Ее топором убили.,1
"– Еще, еще, – приговаривал майор.",0
"– Нехорошо дело, – сказал генерал,",0
"У Ростовых были именинницы Натальи, мать",0
— Я иногда слишком уж от,1
"Ростов взял письмо и, бросив на",0
— Понимаешь теперь?.. — сказал вдруг,1
Он оглянулся. Из маленького окна высовывалось,0
Он пожал плечами. Официант повел молодого,0
